,Date,Home,Away,Home Score,Away Score,OT,Conf,Result,Nuetral
3019,2024-01-13,UT Arlington,Seattle,69.0,70.0,44%,1,0,0
3020,2024-01-13,Texas Tech,Kansas St.,67.0,66.0,53%,1,1,0
3021,2024-01-13,Charleston Southern,USC Upstate,71.0,70.0,53%,1,1,0
3022,2024-01-13,Cal St. Northridge,Cal St. Fullerton,66.0,72.0,29%,1,0,0
3023,2024-01-13,San Francisco,Portland,78.0,70.0,75%,1,1,0
3024,2024-01-13,Charleston,Monmouth,82.0,67.0,91%,1,1,0
3025,2024-01-13,James Madison,Appalachian St.,72.0,70.0,59%,1,1,0
3026,2024-01-13,Cal Poly,UC San Diego,65.0,69.0,37%,1,0,0
3027,2024-01-13,Auburn,LSU,74.0,66.0,77%,1,1,0
3028,2024-01-13,Santa Clara,Saint Mary's,66.0,72.0,27%,1,0,0
3029,2024-01-13,Chattanooga,UNC Greensboro,69.0,71.0,44%,1,0,0
3030,2024-01-13,La Salle,VCU,68.0,72.0,37%,1,0,0
3031,2024-01-13,Purdue,Penn St.,79.0,63.0,93%,1,1,0
3032,2024-01-13,Tennessee Tech,Southeast Missouri St.,73.0,70.0,59%,1,1,0
3033,2024-01-13,Marshall,South Alabama,74.0,72.0,60%,1,1,0
3034,2024-01-13,Arkansas St.,Louisiana,72.0,69.0,64%,1,1,0
3035,2024-01-13,Prairie View A&M,Mississippi Valley St.,72.0,61.0,83%,1,1,0
3036,2024-01-13,Northeastern,Towson,65.0,67.0,45%,1,0,0
3037,2024-01-13,Georgia St.,Georgia Southern,71.0,66.0,69%,1,1,0
3038,2024-01-13,Sacramento St.,Idaho St.,69.0,63.0,73%,1,1,0
3039,2024-01-13,New Hampshire,Bryant,71.0,72.0,46%,1,0,0
3040,2024-01-13,Denver,South Dakota St.,71.0,78.0,27%,1,0,0
3041,2024-01-13,Tennessee Martin,Little Rock,79.0,78.0,53%,1,1,0
3042,2024-01-13,Mississippi St.,Alabama,71.0,70.0,50%,1,1,0
3043,2024-01-13,Toledo,Ball St.,80.0,72.0,75%,1,1,0
3044,2024-01-13,Mercer,Western Carolina,70.0,71.0,47%,1,0,0
3045,2024-01-13,Richmond,George Mason,71.0,66.0,68%,1,1,0
3046,2024-01-13,UT Rio Grande Valley,Utah Valley,71.0,73.0,44%,1,0,0
3047,2024-01-13,UNLV,Utah St.,75.0,69.0,71%,1,1,0
3048,2024-01-13,Montana St.,Northern Colorado,72.0,70.0,54%,1,1,0
3049,2024-01-13,Tennessee St.,Lindenwood,77.0,66.0,85%,1,1,0
3050,2024-01-13,Missouri,South Carolina,72.0,68.0,67%,1,1,0
3051,2024-01-13,UCF,BYU,68.0,70.0,45%,1,0,0
3052,2024-01-13,Georgia,Tennessee,65.0,69.0,36%,1,0,0
3053,2024-01-13,The Citadel,Wofford,71.0,70.0,52%,1,1,0
3054,2024-01-13,Oral Roberts,St. Thomas,78.0,71.0,72%,1,1,0
3055,2024-01-13,Alabama St.,Jackson St.,65.0,73.0,25%,1,0,0
3056,2024-01-13,Hawaii,UC Riverside,70.0,62.0,79%,1,1,0
3057,2024-01-13,Creighton,St. John's,78.0,67.0,83%,1,1,0
3058,2024-01-13,Sacred Heart,LIU,79.0,68.0,83%,1,1,0
3059,2024-01-13,Washington St.,Arizona,69.0,78.0,23%,1,0,0
3060,2024-01-13,Detroit Mercy,Northern Kentucky,69.0,71.0,43%,1,0,0
3061,2024-01-13,West Virginia,Texas,69.0,73.0,38%,1,0,0
3062,2024-01-13,Colorado,USC,73.0,70.0,57%,1,1,0
3063,2024-01-13,Southern Utah,Stephen F. Austin,69.0,75.0,31%,1,0,0
3064,2024-01-13,Lipscomb,Austin Peay,74.0,71.0,63%,1,1,0
3065,2024-01-13,Indiana St.,Belmont,78.0,73.0,65%,1,1,0
3066,2024-01-13,Lehigh,Holy Cross,75.0,67.0,78%,1,1,0
3067,2024-01-13,New Orleans,Texas A&M Corpus Chris,76.0,73.0,59%,1,1,0
3068,2024-01-13,Texas A&M,Kentucky,71.0,69.0,58%,1,1,0
3069,2024-01-13,UNC Asheville,Longwood,72.0,65.0,75%,1,1,0
3070,2024-01-13,Coastal Carolina,Old Dominion,70.0,71.0,46%,1,0,0
3071,2024-01-13,FIU,UTEP,71.0,69.0,56%,1,1,0
3072,2024-01-13,Providence,Xavier,73.0,72.0,52%,1,1,0
3073,2024-01-13,Louisiana Monroe,Texas St.,64.0,67.0,38%,1,0,0
3074,2024-01-13,Middle Tennessee,Sam Houston St.,70.0,67.0,60%,1,1,0
3075,2024-01-13,UTSA,Charlotte,70.0,71.0,48%,1,0,0
3076,2024-01-13,Oregon,California,78.0,65.0,88%,1,1,0
3077,2024-01-13,Iowa St.,Oklahoma St.,69.0,61.0,77%,1,1,0
3078,2024-01-13,UC Davis,Cal St. Bakersfield,73.0,62.0,83%,1,1,0
3079,2024-01-13,TCU,Houston,67.0,70.0,41%,1,0,0
3080,2024-01-13,Albany,Binghamton,70.0,67.0,61%,1,1,0
3081,2024-01-13,Furman,East Tennessee St.,77.0,66.0,83%,1,1,0
3082,2024-01-13,UMKC,North Dakota,69.0,67.0,56%,1,1,0
3083,2024-01-13,Clemson,Boston College,76.0,65.0,84%,1,1,0
3084,2024-01-13,Loyola MD,Boston University,69.0,65.0,63%,1,1,0
3085,2024-01-13,American,Army,70.0,65.0,65%,1,1,0
3086,2024-01-13,Montana,Northern Arizona,72.0,67.0,67%,1,1,0
3087,2024-01-13,Nebraska Omaha,North Dakota St.,74.0,75.0,50%,1,0,0
3088,2024-01-13,Saint Francis,Central Connecticut,68.0,71.0,41%,1,0,0
3089,2024-01-13,Notre Dame,Florida St.,70.0,71.0,45%,1,0,0
3090,2024-01-13,Louisville,N.C. State,70.0,73.0,41%,1,0,0
3091,2024-01-13,Florida,Arkansas,72.0,73.0,47%,1,0,0
3092,2024-01-13,Texas A&M Commerce,Houston Christian,79.0,67.0,87%,1,1,0
3093,2024-01-13,Idaho,Eastern Washington,67.0,79.0,13%,1,0,0
3094,2024-01-13,Air Force,San Jose St.,66.0,62.0,64%,1,1,0
3095,2024-01-13,Baylor,Cincinnati,76.0,65.0,82%,1,1,0
3096,2024-01-13,Illinois Chicago,Bradley,66.0,71.0,33%,1,0,0
3097,2024-01-13,Kansas,Oklahoma,74.0,62.0,86%,1,1,0
3098,2024-01-13,East Carolina,SMU,72.0,71.0,51%,1,1,0
3099,2024-01-13,Butler,Seton Hall,67.0,69.0,44%,1,0,0
3100,2024-01-13,San Diego,Pepperdine,74.0,76.0,45%,1,0,0
3101,2024-01-13,Cal Baptist,Abilene Christian,71.0,69.0,60%,1,1,0
3102,2024-01-13,Campbell,Hofstra,67.0,74.0,26%,1,0,0
3103,2024-01-13,Saint Joseph's,Loyola Chicago,72.0,73.0,49%,1,0,0
3104,2024-01-13,Bethune Cookman,Grambling St.,66.0,69.0,37%,1,0,0
3105,2024-01-13,Rhode Island,Massachusetts,74.0,70.0,66%,1,1,0
3106,2024-01-13,Central Michigan,Kent St.,66.0,74.0,25%,1,0,0
3107,2024-01-13,Wake Forest,Virginia,66.0,68.0,44%,1,0,0
3108,2024-01-13,UC Santa Barbara,Long Beach St.,75.0,72.0,60%,1,1,0
3109,2024-01-14,UCLA,Washington,73.0,63.0,81%,1,1,0
3110,2024-01-14,Marist,Rider,69.0,70.0,50%,1,0,0
3111,2024-01-14,Illinois St.,Valparaiso,74.0,62.0,87%,1,1,0
3112,2024-01-14,Tulsa,Tulane,71.0,78.0,26%,1,0,0
3113,2024-01-14,Connecticut,Georgetown,82.0,61.0,97%,1,1,0
3114,2024-01-14,Niagara,Siena,67.0,63.0,62%,1,1,0
3115,2024-01-14,Canisius,Fairfield,69.0,66.0,58%,1,1,0
3116,2024-01-14,Iona,Mount St. Mary's,72.0,64.0,78%,1,1,0
3117,2024-01-14,Manhattan,Saint Peter's,63.0,64.0,47%,1,0,0
3118,2024-01-14,Green Bay,Cleveland St.,66.0,75.0,22%,1,0,0
3119,2024-01-14,Michigan St.,Rutgers,72.0,62.0,81%,1,1,0
3120,2024-01-14,UNC Wilmington,Delaware,74.0,68.0,71%,1,1,0
3121,2024-01-14,Wichita St.,Memphis,69.0,77.0,23%,1,0,0
3122,2024-01-14,Illinois,Maryland,73.0,69.0,65%,1,1,0
3123,2024-01-14,Murray St.,Northern Iowa,74.0,72.0,56%,1,1,0
3124,2024-01-14,Louisiana Tech,Liberty,67.0,68.0,48%,1,0,0
3125,2024-01-14,Stanford,Utah,72.0,68.0,65%,1,1,0
3126,2024-01-14,Florida Atlantic,UAB,79.0,69.0,82%,1,1,0
3127,2024-01-15,Northwestern St.,Houston Christian,79.0,71.0,78%,1,1,0
3128,2024-01-15,Loyola MD,American,69.0,67.0,57%,1,1,0
3129,2024-01-15,McNeese St.,Lamar,78.0,65.0,88%,1,1,0
3130,2024-01-15,Howard,Morehouse,,,100%,0,1,0
3131,2024-01-15,Saint Joseph's,La Salle,77.0,69.0,77%,1,1,0
3132,2024-01-15,Princeton,Dartmouth,77.0,66.0,84%,1,1,0
3133,2024-01-15,Hampton,North Carolina A&T,78.0,65.0,87%,1,1,0
3134,2024-01-15,Texas A&M Commerce,Incarnate Word,75.0,64.0,83%,1,1,0
3135,2024-01-15,Boston College,Notre Dame,71.0,66.0,67%,1,1,0
3136,2024-01-15,Wagner,Stonehill,68.0,61.0,74%,1,1,0
3137,2024-01-15,Central Connecticut,Merrimack,66.0,62.0,66%,1,1,0
3138,2024-01-15,Norfolk St.,Virginia Lynchburg,,,100%,0,1,0
3139,2024-01-15,Nicholls St.,New Orleans,75.0,74.0,52%,1,1,0
3140,2024-01-15,Texas Southern,Mississippi Valley St.,78.0,59.0,96%,1,1,0
3141,2024-01-15,Stetson,Chicago St.,76.0,66.0,82%,0,1,0
3142,2024-01-15,Cornell,Penn,79.0,71.0,77%,1,1,0
3143,2024-01-15,Saint Francis,Fairleigh Dickinson,70.0,73.0,39%,1,0,0
3144,2024-01-15,Alabama A&M,Jackson St.,66.0,71.0,32%,1,0,0
3145,2024-01-15,Prairie View A&M,Arkansas Pine Bluff,71.0,67.0,63%,1,1,0
3146,2024-01-15,Minnesota,Iowa,72.0,76.0,36%,1,0,0
3147,2024-01-15,Alabama St.,Alcorn St.,67.0,72.0,31%,1,0,0
3148,2024-01-15,Southeastern Louisiana,Texas A&M Corpus Chris,77.0,70.0,72%,1,1,0
3149,2024-01-15,Harvard,Brown,68.0,67.0,56%,1,1,0
3150,2024-01-15,Marquette,Villanova,75.0,69.0,70%,1,1,0
3151,2024-01-15,Florida A&M,Grambling St.,64.0,66.0,42%,1,0,0
3152,2024-01-15,George Washington,George Mason,73.0,72.0,50%,1,1,0
3153,2024-01-15,Michigan,Ohio St.,71.0,69.0,57%,1,1,0
3154,2024-01-15,Le Moyne,Sacred Heart,69.0,76.0,27%,1,0,0
3155,2024-01-15,Yale,Columbia,80.0,64.0,93%,1,1,0
3156,2024-01-15,Bethune Cookman,Southern,69.0,68.0,51%,1,1,0
3157,2024-01-16,South Carolina,Georgia,69.0,67.0,57%,1,1,0
3158,2024-01-16,Boise St.,UNLV,75.0,70.0,68%,1,1,0
3159,2024-01-16,Kansas St.,Baylor,72.0,73.0,50%,1,0,0
3160,2024-01-16,Xavier,Butler,77.0,66.0,85%,1,1,0
3161,2024-01-16,SMU,Temple,73.0,65.0,77%,1,1,0
3162,2024-01-16,Eastern Michigan,Ball St.,71.0,73.0,43%,1,0,0
3163,2024-01-16,Miami OH,Bowling Green,75.0,73.0,57%,1,1,0
3164,2024-01-16,Arkansas,Texas A&M,73.0,68.0,68%,1,1,0
3165,2024-01-16,Akron,Western Michigan,76.0,61.0,91%,1,1,0
3166,2024-01-16,Dayton,Saint Louis,73.0,66.0,76%,1,1,0
3167,2024-01-16,Alabama,Missouri,81.0,71.0,83%,1,1,0
3168,2024-01-16,Rice,Charlotte,73.0,69.0,67%,1,1,0
3169,2024-01-16,Tennessee,Florida,72.0,64.0,77%,1,1,0
3170,2024-01-16,New Mexico,Utah St.,79.0,69.0,81%,1,1,0
3171,2024-01-16,Fresno St.,San Jose St.,68.0,61.0,73%,1,1,0
3172,2024-01-16,BYU,Iowa St.,69.0,66.0,60%,1,1,0
3173,2024-01-16,Pittsburgh,Syracuse,75.0,67.0,78%,1,1,0
3174,2024-01-16,Clemson,Georgia Tech,76.0,65.0,83%,1,1,0
3175,2024-01-16,N.C. State,Wake Forest,76.0,71.0,68%,1,1,0
3176,2024-01-16,Ohio,Central Michigan,79.0,65.0,90%,1,1,0
3177,2024-01-16,Indiana,Purdue,68.0,73.0,31%,1,0,0
3178,2024-01-16,Cincinnati,TCU,71.0,70.0,50%,1,1,0
3179,2024-01-16,Indiana St.,Missouri St.,73.0,69.0,66%,1,1,0
3180,2024-01-16,Northern Illinois,Kent St.,70.0,74.0,36%,1,0,0
3181,2024-01-16,Oklahoma St.,Kansas,66.0,74.0,22%,1,0,0
3182,2024-01-16,Duquesne,Richmond,73.0,67.0,71%,1,1,0
3183,2024-01-16,Penn St.,Wisconsin,65.0,71.0,31%,1,0,0
3184,2024-01-16,Toledo,Buffalo,80.0,71.0,80%,1,1,0
3185,2024-01-16,Seton Hall,St. John's,73.0,69.0,63%,1,1,0
3186,2024-01-16,Colorado St.,Air Force,72.0,63.0,79%,1,1,0
3187,2024-01-17,Loyola Chicago,Massachusetts,79.0,66.0,87%,1,1,0
3188,2024-01-17,Mercer,Chattanooga,72.0,71.0,53%,1,1,0
3189,2024-01-17,Virginia,Virginia Tech,69.0,62.0,74%,1,1,0
3190,2024-01-17,Oklahoma,West Virginia,71.0,66.0,68%,1,1,0
3191,2024-01-17,Houston,Texas Tech,69.0,58.0,83%,1,1,0
3192,2024-01-17,USC Upstate,Longwood,70.0,69.0,51%,1,1,0
3193,2024-01-17,Southern Miss,Arkansas St.,71.0,66.0,68%,1,1,0
3194,2024-01-17,Wofford,East Tennessee St.,71.0,67.0,61%,1,1,0
3195,2024-01-17,Vanderbilt,Auburn,70.0,75.0,31%,1,0,0
3196,2024-01-17,Arizona St.,UCLA,65.0,69.0,37%,1,0,0
3197,2024-01-17,LSU,Mississippi,72.0,65.0,75%,1,1,0
3198,2024-01-17,Oakland,Youngstown St.,73.0,74.0,46%,1,0,0
3199,2024-01-17,Radford,Gardner Webb,69.0,65.0,64%,1,1,0
3200,2024-01-17,Purdue Fort Wayne,IUPUI,73.0,68.0,67%,1,1,0
3201,2024-01-17,Tulsa,UTSA,74.0,73.0,55%,1,1,0
3202,2024-01-17,Appalachian St.,Georgia St.,72.0,64.0,74%,1,1,0
3203,2024-01-17,Boston University,Bucknell,70.0,64.0,71%,1,1,0
3204,2024-01-17,Robert Morris,Detroit Mercy,72.0,70.0,58%,1,1,0
3205,2024-01-17,San Diego St.,Nevada,72.0,64.0,78%,1,1,0
3206,2024-01-17,Rutgers,Nebraska,71.0,68.0,61%,1,1,0
3207,2024-01-17,Navy,Lehigh,69.0,67.0,57%,1,1,0
3208,2024-01-17,Army,Colgate,68.0,74.0,29%,1,0,0
3209,2024-01-17,Northwestern,Maryland,68.0,67.0,54%,1,1,0
3210,2024-01-17,Western Carolina,Samford,74.0,72.0,54%,1,1,0
3211,2024-01-17,DePaul,Providence,70.0,73.0,38%,1,0,0
3212,2024-01-17,Texas St.,Louisiana,70.0,67.0,61%,1,1,0
3213,2024-01-17,VMI,Furman,67.0,79.0,15%,1,0,0
3214,2024-01-17,UNC Greensboro,The Citadel,74.0,61.0,88%,1,1,0
3215,2024-01-17,Illinois Chicago,Murray St.,71.0,74.0,38%,1,0,0
3216,2024-01-17,Fordham,Davidson,69.0,66.0,59%,1,1,0
3217,2024-01-17,East Carolina,North Texas,67.0,66.0,50%,1,1,0
3218,2024-01-17,Presbyterian,High Point,70.0,69.0,54%,1,1,0
3219,2024-01-17,Holy Cross,Lafayette,69.0,67.0,58%,1,1,0
3220,2024-01-17,Illinois St.,Drake,67.0,70.0,39%,1,0,0
3221,2024-01-17,Miami FL,Florida St.,79.0,70.0,78%,1,1,0
3222,2024-01-17,Winthrop,UNC Asheville,73.0,71.0,60%,1,1,0
3223,2024-01-17,Kentucky,Mississippi St.,70.0,65.0,67%,1,1,0
3224,2024-01-17,Connecticut,Creighton,74.0,68.0,70%,1,1,0
3225,2024-01-17,Arizona,USC,78.0,72.0,70%,1,1,0
3226,2024-01-17,North Carolina,Louisville,80.0,64.0,92%,1,1,0
3227,2024-01-17,Texas,UCF,73.0,62.0,84%,1,1,0
3228,2024-01-17,Belmont,Northern Iowa,74.0,73.0,54%,1,1,0
3229,2024-01-17,St. Bonaventure,Rhode Island,74.0,63.0,85%,1,1,0
3230,2024-01-17,Evansville,Valparaiso,71.0,68.0,59%,1,1,0
3231,2024-01-17,Southern Illinois,Bradley,64.0,65.0,46%,1,0,0
3232,2024-01-17,UAB,Tulane,79.0,75.0,65%,1,1,0
3233,2024-01-18,Lipscomb,Central Arkansas,81.0,70.0,85%,1,1,0
3234,2024-01-18,UT Arlington,UT Rio Grande Valley,74.0,69.0,69%,1,1,0
3235,2024-01-18,Delaware,Stony Brook,73.0,65.0,76%,1,1,0
3236,2024-01-18,Stephen F. Austin,Seattle,74.0,70.0,65%,1,1,0
3237,2024-01-18,Southern Utah,Utah Tech,73.0,71.0,57%,1,1,0
3238,2024-01-18,Stanford,Washington St.,74.0,65.0,78%,1,1,0
3239,2024-01-18,Long Beach St.,Hawaii,73.0,70.0,62%,1,1,0
3240,2024-01-18,Jacksonville,Queens,69.0,68.0,52%,1,1,0
3241,2024-01-18,Southern Indiana,Little Rock,73.0,77.0,38%,1,0,0
3242,2024-01-18,Cal St. Bakersfield,UC Riverside,66.0,65.0,52%,1,1,0
3243,2024-01-18,Pacific,Santa Clara,74.0,73.0,54%,1,1,0
3244,2024-01-18,Grand Canyon,Utah Valley,74.0,65.0,78%,1,1,0
3245,2024-01-18,Memphis,South Florida,79.0,66.0,90%,1,1,0
3246,2024-01-18,South Dakota St.,Nebraska Omaha,81.0,69.0,86%,1,1,0
3247,2024-01-18,Wright St.,Green Bay,84.0,66.0,95%,1,1,0
3248,2024-01-18,North Carolina A&T,Northeastern,64.0,72.0,24%,1,0,0
3249,2024-01-18,Georgia Southern,Coastal Carolina,73.0,69.0,64%,1,1,0
3250,2024-01-18,William & Mary,Campbell,69.0,66.0,61%,1,1,0
3251,2024-01-18,Idaho St.,Idaho,75.0,64.0,84%,1,1,0
3252,2024-01-18,South Alabama,Troy,73.0,66.0,74%,1,1,0
3253,2024-01-18,Binghamton,Vermont,65.0,71.0,31%,1,0,0
3254,2024-01-18,Hofstra,Hampton,79.0,68.0,85%,1,1,0
3255,2024-01-18,Liberty,FIU,75.0,65.0,83%,1,1,0
3256,2024-01-18,Florida Atlantic,Wichita St.,78.0,64.0,89%,1,1,0
3257,2024-01-18,Colorado,Oregon,74.0,69.0,67%,1,1,0
3258,2024-01-18,South Dakota,St. Thomas,73.0,72.0,53%,1,1,0
3259,2024-01-18,Albany,UMass Lowell,69.0,72.0,38%,1,0,0
3260,2024-01-18,UTEP,Middle Tennessee,69.0,66.0,61%,1,1,0
3261,2024-01-18,Lindenwood,SIU Edwardsville,67.0,73.0,29%,1,0,0
3262,2024-01-18,Tarleton St.,Abilene Christian,72.0,71.0,51%,1,1,0
3263,2024-01-18,Michigan St.,Minnesota,76.0,61.0,92%,1,1,0
3264,2024-01-18,Utah,Oregon St.,74.0,61.0,88%,1,1,0
3265,2024-01-18,Drexel,Monmouth,75.0,62.0,88%,1,1,0
3266,2024-01-18,UMBC,Maine,71.0,68.0,59%,1,1,0
3267,2024-01-18,Austin Peay,North Alabama,74.0,69.0,65%,1,1,0
3268,2024-01-18,New Mexico St.,Western Kentucky,72.0,69.0,61%,1,1,0
3269,2024-01-18,Michigan,Illinois,71.0,72.0,48%,1,0,0
3270,2024-01-18,North Dakota St.,Denver,77.0,69.0,76%,1,1,0
3271,2024-01-18,Tennessee St.,Tennessee Tech,75.0,68.0,74%,1,1,0
3272,2024-01-18,Cal St. Fullerton,UC Davis,70.0,69.0,57%,1,1,0
3273,2024-01-18,Morehead St.,Tennessee Martin,77.0,69.0,74%,1,1,0
3274,2024-01-18,North Dakota,Oral Roberts,74.0,75.0,49%,1,0,0
3275,2024-01-18,Old Dominion,Marshall,73.0,71.0,59%,1,1,0
3276,2024-01-18,James Madison,Louisiana Monroe,78.0,65.0,88%,1,1,0
3277,2024-01-18,Elon,UNC Wilmington,65.0,73.0,25%,1,0,0
3278,2024-01-18,Northern Arizona,Portland St.,74.0,71.0,61%,1,1,0
3279,2024-01-18,Northern Kentucky,Milwaukee,74.0,68.0,68%,1,1,0
3280,2024-01-18,California,Washington,71.0,73.0,43%,1,0,0
3281,2024-01-18,Northern Colorado,Sacramento St.,70.0,68.0,58%,1,1,0
3282,2024-01-18,Weber St.,Eastern Washington,73.0,69.0,65%,1,1,0
3283,2024-01-18,NJIT,New Hampshire,69.0,67.0,55%,1,1,0
3284,2024-01-18,North Florida,Kennesaw St.,72.0,73.0,50%,1,0,0
3285,2024-01-18,Portland,San Diego,80.0,71.0,80%,1,1,0
3286,2024-01-18,Pepperdine,Gonzaga,70.0,87.0,6%,1,0,0
3287,2024-01-18,Charleston,Towson,76.0,70.0,69%,1,1,0
3288,2024-01-18,San Francisco,Loyola Marymount,72.0,70.0,60%,1,1,0
3289,2024-01-18,Cal St. Northridge,UC Santa Barbara,67.0,75.0,24%,1,0,0
3290,2024-01-18,UC Irvine,UC San Diego,75.0,64.0,85%,1,1,0
3291,2024-01-19,Iona,Canisius,76.0,67.0,79%,1,1,0
3292,2024-01-19,Stonehill,Fairleigh Dickinson,71.0,70.0,51%,1,1,0
3293,2024-01-19,Central Connecticut,Le Moyne,74.0,63.0,84%,1,1,0
3294,2024-01-19,Fairfield,Saint Peter's,65.0,59.0,69%,1,1,0
3295,2024-01-19,VCU,Saint Louis,75.0,69.0,70%,1,1,0
3296,2024-01-19,Mount St. Mary's,Marist,67.0,63.0,67%,1,1,0
3297,2024-01-19,Wisconsin,Indiana,71.0,64.0,75%,1,1,0
3298,2024-01-19,Chicago St.,East West,,,100%,0,1,0
3299,2024-01-19,Siena,Quinnipiac,71.0,69.0,60%,1,1,0
3300,2024-01-19,Saint Francis,LIU,73.0,71.0,57%,1,1,0
3301,2024-01-19,Central Michigan,Toledo,71.0,77.0,29%,1,0,0
3302,2024-01-19,Xavier,Georgetown,81.0,67.0,91%,1,1,0
3303,2024-01-19,Kent St.,Akron,70.0,68.0,58%,1,1,0
3304,2024-01-19,Merrimack,Wagner,62.0,61.0,53%,1,1,0
3305,2024-01-19,Rider,Niagara,69.0,64.0,68%,1,1,0
3306,2024-01-19,Colorado St.,UNLV,76.0,72.0,62%,1,1,0
3307,2024-01-20,VMI,The Citadel,69.0,71.0,45%,1,0,0
3308,2024-01-20,Weber St.,Idaho,79.0,60.0,96%,1,1,0
3309,2024-01-20,North Dakota St.,Oral Roberts,75.0,74.0,56%,1,1,0
3310,2024-01-20,Southeast Missouri St.,SIU Edwardsville,73.0,74.0,46%,1,0,0
3311,2024-01-20,Houston,UCF,73.0,59.0,90%,1,1,0
3312,2024-01-20,San Diego,Gonzaga,66.0,87.0,3%,1,0,0
3313,2024-01-20,Syracuse,Miami FL,72.0,76.0,36%,1,0,0
3314,2024-01-20,Idaho St.,Eastern Washington,69.0,73.0,35%,1,0,0
3315,2024-01-20,Ohio,Eastern Michigan,80.0,65.0,91%,1,1,0
3316,2024-01-20,Albany,Bryant,71.0,72.0,46%,1,0,0
3317,2024-01-20,Holy Cross,Loyola MD,70.0,69.0,51%,1,1,0
3318,2024-01-20,Jacksonville St.,Louisiana Tech,67.0,68.0,46%,1,0,0
3319,2024-01-20,Saint Joseph's,Duquesne,74.0,72.0,55%,1,1,0
3320,2024-01-20,Auburn,Mississippi,76.0,64.0,87%,1,1,0
3321,2024-01-20,Seton Hall,Creighton,69.0,72.0,38%,1,0,0
3322,2024-01-20,UC San Diego,Hawaii,67.0,70.0,40%,1,0,0
3323,2024-01-20,UAB,East Carolina,76.0,70.0,72%,1,1,0
3324,2024-01-20,Binghamton,UMass Lowell,69.0,72.0,39%,1,0,0
3325,2024-01-20,Valparaiso,Illinois Chicago,68.0,70.0,43%,1,0,0
3326,2024-01-20,Austin Peay,Central Arkansas,79.0,68.0,83%,1,1,0
3327,2024-01-20,Columbia,Princeton,70.0,74.0,34%,1,0,0
3328,2024-01-20,Texas A&M Corpus Chris,Nicholls St.,75.0,68.0,73%,1,1,0
3329,2024-01-20,UT Rio Grande Valley,Tarleton St.,72.0,70.0,56%,1,1,0
3330,2024-01-20,UTEP,Western Kentucky,71.0,67.0,65%,1,1,0
3331,2024-01-20,Air Force,New Mexico,67.0,73.0,30%,1,0,0
3332,2024-01-20,Jackson St.,Prairie View A&M,74.0,63.0,84%,1,1,0
3333,2024-01-20,James Madison,Marshall,79.0,75.0,67%,1,1,0
3334,2024-01-20,Texas,Baylor,71.0,70.0,56%,1,1,0
3335,2024-01-20,Texas Tech,BYU,68.0,66.0,58%,1,1,0
3336,2024-01-20,Samford,Mercer,75.0,65.0,80%,1,1,0
3337,2024-01-20,New Mexico St.,Middle Tennessee,71.0,69.0,57%,1,1,0
3338,2024-01-20,Northern Kentucky,Green Bay,76.0,62.0,90%,1,1,0
3339,2024-01-20,Longwood,Presbyterian,70.0,62.0,78%,1,1,0
3340,2024-01-20,Grambling St.,Southern,69.0,62.0,75%,1,1,0
3341,2024-01-20,San Francisco,Saint Mary's,65.0,69.0,38%,1,0,0
3342,2024-01-20,West Virginia,Kansas,68.0,75.0,25%,1,0,0
3343,2024-01-20,Delaware St.,Maryland Eastern Shore,70.0,65.0,68%,1,1,0
3344,2024-01-20,Detroit Mercy,Youngstown St.,73.0,76.0,42%,1,0,0
3345,2024-01-20,Furman,Western Carolina,77.0,71.0,72%,1,1,0
3346,2024-01-20,Georgia Southern,Georgia St.,69.0,68.0,54%,1,1,0
3347,2024-01-20,Monmouth,Hampton,72.0,71.0,55%,1,1,0
3348,2024-01-20,Davidson,Richmond,69.0,67.0,58%,1,1,0
3349,2024-01-20,Liberty,Sam Houston St.,71.0,63.0,76%,1,1,0
3350,2024-01-20,TCU,Iowa St.,68.0,64.0,62%,1,1,0
3351,2024-01-20,IUPUI,Robert Morris,69.0,67.0,58%,1,1,0
3352,2024-01-20,Nebraska,Northwestern,71.0,70.0,53%,1,1,0
3353,2024-01-20,Texas St.,Arkansas St.,67.0,65.0,59%,1,1,0
3354,2024-01-20,Incarnate Word,McNeese St.,68.0,78.0,19%,1,0,0
3355,2024-01-20,Temple,Rice,73.0,71.0,56%,1,1,0
3356,2024-01-20,Colorado,Oregon St.,77.0,61.0,93%,1,1,0
3357,2024-01-20,UNC Greensboro,Wofford,73.0,62.0,83%,1,1,0
3358,2024-01-20,Santa Clara,Portland,78.0,74.0,64%,1,1,0
3359,2024-01-20,Charlotte,North Texas,63.0,65.0,44%,1,0,0
3360,2024-01-20,Dayton,Rhode Island,72.0,60.0,85%,1,1,0
3361,2024-01-20,N.C. State,Virginia Tech,74.0,70.0,63%,1,1,0
3362,2024-01-20,UMBC,New Hampshire,73.0,68.0,67%,1,1,0
3363,2024-01-20,UC Santa Barbara,Cal St. Fullerton,71.0,65.0,68%,1,1,0
3364,2024-01-20,LSU,Texas A&M,69.0,68.0,51%,1,1,0
3365,2024-01-20,Kansas St.,Oklahoma St.,75.0,66.0,80%,1,1,0
3366,2024-01-20,Drexel,Delaware,73.0,65.0,75%,1,1,0
3367,2024-01-20,Navy,Army,68.0,64.0,63%,1,1,0
3368,2024-01-20,Iowa,Purdue,72.0,78.0,30%,1,0,0
